ID	NOC	Games	City	Year	Sport	Event	Medal
65594	ITA	1960 Summer	Roma	1960	Canoeing	Canoeing Men's Canadian Doubles, 1,000 metres	Silver
65618	BEL	1920 Summer	Antwerpen	1920	Equestrianism	Equestrianism Men's Jumping, Team	Silver
65628	FIN	1972 Summer	Munich	1972	Archery	Archery Men's Individual	Bronze
65639	USA	1924 Summer	Paris	1924	Boxing	Boxing Men's Flyweight	Gold
65647	FRA	1920 Summer	Antwerpen	1920	Fencing	Fencing Men's Foil, Team	Silver
65647	FRA	1924 Summer	Paris	1924	Fencing	Fencing Men's Foil, Team	Gold
65647	FRA	1924 Summer	Paris	1924	Fencing	Fencing Men's epee, Team	Gold
65647	FRA	1928 Summer	Amsterdam	1928	Fencing	Fencing Men's Foil, Team	Silver
65652	CAN	2016 Summer	Rio de Janeiro	2016	Football	Football Women's Football	Bronze
65654	PAN	1948 Summer	London	1948	Athletics	Athletics Men's 100 metres	Bronze
65654	PAN	1948 Summer	London	1948	Athletics	Athletics Men's 200 metres	Bronze
65656	BEL	1920 Summer	Antwerpen	1920	Gymnastics	Gymnastics Men's Team All-Around	Silver
65657	FRA	1920 Summer	Antwerpen	1920	Rugby	Rugby Men's Rugby	Silver
65668	USA	1932 Summer	Los Angeles	1932	Athletics	Athletics Men's Discus Throw	Silver
65669	FRA	2012 Summer	London	2012	Basketball	Basketball Women's Basketball	Silver
65670	CUB	2004 Summer	Athina	2004	Judo	Judo Women's Half-Heavyweight	Bronze
65682	CUB	2004 Summer	Athina	2004	Taekwondo	Taekwondo Women's Flyweight	Silver
65716	USA	1996 Summer	Atlanta	1996	Basketball	Basketball Women's Basketball	Gold
65720	SUI	1924 Summer	Paris	1924	Rowing	Rowing Men's Coxed Pairs	Gold
65720	SUI	1924 Summer	Paris	1924	Rowing	Rowing Men's Coxed Fours	Gold
65730	DEN	1948 Summer	London	1948	Fencing	Fencing Women's Foil, Individual	Silver
65730	DEN	1952 Summer	Helsinki	1952	Fencing	Fencing Women's Foil, Individual	Bronze
65736	TCH	1976 Summer	Montreal	1976	Rowing	Rowing Men's Quadruple Sculls	Bronze
65742	USA	1924 Summer	Paris	1924	Swimming	Swimming Women's 100 metres Freestyle	Gold
65742	USA	1924 Summer	Paris	1924	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Gold
65747	CRO	2004 Summer	Athina	2004	Handball	Handball Men's Handball	Gold
65747	CRO	2012 Summer	London	2012	Handball	Handball Men's Handball	Bronze
65752	FRA	1984 Summer	Los Angeles	1984	Football	Football Men's Football	Gold
65755	FRA	1924 Summer	Paris	1924	Tennis	Tennis Men's Doubles	Bronze
65759	FRA	2016 Summer	Rio de Janeiro	2016	Handball	Handball Women's Handball	Silver
65769	ESP	2000 Summer	Sydney	2000	Football	Football Men's Football	Silver
65775	BOH	1908 Summer	London	1908	Fencing	Fencing Men's Sabre, Team	Bronze
65776	BOH	1908 Summer	London	1908	Fencing	Fencing Men's Sabre, Team	Bronze
65786	NED	1932 Summer	Los Angeles	1932	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Silver
65788	FRA	1972 Summer	Munich	1972	Fencing	Fencing Men's epee, Individual	Silver
65789	GBR	1992 Summer	Barcelona	1992	Athletics	Athletics Men's 4 x 400 metres Relay	Bronze
65789	GBR	1996 Summer	Atlanta	1996	Athletics	Athletics Men's 4 x 400 metres Relay	Silver
65797	FRA	1928 Summer	Amsterdam	1928	Athletics	Athletics Men's 1,500 metres	Silver
65809	USA	1992 Summer	Barcelona	1992	Basketball	Basketball Men's Basketball	Gold
65810	GER	1928 Summer	Amsterdam	1928	Art Competitions	Art Competitions Mixed Architecture, Designs For Town Planning	Bronze
65817	CUB	2008 Summer	Beijing	2008	Boxing	Boxing Men's Flyweight	Silver
65821	GRE	1906 Summer	Athina	1906	Rowing	Rowing Men's 17-Man Naval Rowing Boats	Gold
65823	SWE	1988 Summer	Seoul	1988	Cycling	Cycling Men's 100 kilometres Team Time Trial	Bronze
65827	TCH	1972 Summer	Munich	1972	Handball	Handball Men's Handball	Silver
65838	BEL	1920 Summer	Antwerpen	1920	Gymnastics	Gymnastics Men's Team All-Around	Silver
65853	USA	1976 Summer	Montreal	1976	Basketball	Basketball Men's Basketball	Gold
65854	KEN	2000 Summer	Sydney	2000	Athletics	Athletics Men's 1,500 metres	Bronze
65854	KEN	2004 Summer	Athina	2004	Athletics	Athletics Men's 1,500 metres	Silver
65863	NED	1960 Summer	Roma	1960	Swimming	Swimming Women's 400 metres Freestyle	Bronze
65865	SWE	1920 Summer	Antwerpen	1920	Shooting	Shooting Men's Running Target, Double Shot, Team	Silver
65868	SWE	1920 Summer	Antwerpen	1920	Shooting	Shooting Men's Military Rifle, Standing, 300 metres, Team	Bronze
65868	SWE	1920 Summer	Antwerpen	1920	Shooting	Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team	Silver
65874	URS	1956 Summer	Melbourne	1956	Boxing	Boxing Men's Lightweight	Bronze
65878	FRA	2016 Summer	Rio de Janeiro	2016	Equestrianism	Equestrianism Mixed Three-Day Event, Team	Gold
65895	FRA	1920 Summer	Antwerpen	1920	Gymnastics	Gymnastics Men's Team All-Around	Bronze
65904	URS	1952 Summer	Helsinki	1952	Basketball	Basketball Men's Basketball	Silver
65905	RUS	2008 Summer	Beijing	2008	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Silver
65905	RUS	2012 Summer	London	2012	Swimming	Swimming Men's 4 x 100 metres Freestyle Relay	Bronze
65906	URS	1960 Summer	Roma	1960	Boxing	Boxing Men's Light-Middleweight	Bronze
65906	URS	1964 Summer	Tokyo	1964	Boxing	Boxing Men's Light-Middleweight	Gold
65906	URS	1968 Summer	Mexico City	1968	Boxing	Boxing Men's Light-Middleweight	Gold
65925	MAR	2000 Summer	Sydney	2000	Athletics	Athletics Men's 5,000 metres	Bronze
65934	TCH	1980 Summer	Moskva	1980	Hockey	Hockey Women's Hockey	Silver
65957	FIN	1920 Summer	Antwerpen	1920	Athletics	Athletics Men's Pentathlon	Bronze
65962	URS	1976 Summer	Montreal	1976	Handball	Handball Men's Handball	Gold
65972	CHN	1984 Summer	Los Angeles	1984	Weightlifting	Weightlifting Men's Bantamweight	Silver
65974	CHN	1996 Summer	Atlanta	1996	Volleyball	Volleyball Women's Volleyball	Silver
65978	FRA	1964 Summer	Tokyo	1964	Athletics	Athletics Men's 4 x 100 metres Relay	Bronze
65981	CAN	1904 Summer	St. Louis	1904	Lacrosse	Lacrosse Men's Lacrosse	Gold
65984	FIN	1968 Summer	Mexico City	1968	Gymnastics	Gymnastics Men's Pommelled Horse	Silver
66001	GBR	1908 Summer	London	1908	Hockey	Hockey Men's Hockey	Bronze
66002	JAM	1952 Summer	Helsinki	1952	Athletics	Athletics Men's 4 x 400 metres Relay	Gold
66011	USA	1928 Summer	Amsterdam	1928	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Gold
66018	FIN	1948 Summer	London	1948	Gymnastics	Gymnastics Men's Team All-Around	Gold
66018	FIN	1952 Summer	Helsinki	1952	Gymnastics	Gymnastics Men's Team All-Around	Bronze
66033	USA	1996 Summer	Atlanta	1996	Shooting	Shooting Men's Trap	Silver
66036	USA	1900 Summer	Paris	1900	Cycling	Cycling Men's Sprint	Bronze
66045	YUG	1988 Summer	Seoul	1988	Basketball	Basketball Women's Basketball	Silver
66060	IND	1948 Summer	London	1948	Hockey	Hockey Men's Hockey	Gold
66061	IND	1960 Summer	Roma	1960	Hockey	Hockey Men's Hockey	Silver
66061	IND	1964 Summer	Tokyo	1964	Hockey	Hockey Men's Hockey	Gold
66063	IND	1952 Summer	Helsinki	1952	Hockey	Hockey Men's Hockey	Gold
66063	IND	1956 Summer	Melbourne	1956	Hockey	Hockey Men's Hockey	Gold
66079	KAZ	2004 Summer	Athina	2004	Wrestling	Wrestling Men's Middleweight, Freestyle	Silver
66114	ESP	1996 Summer	Atlanta	1996	Rhythmic Gymnastics	Rhythmic Gymnastics Women's Group	Gold
66123	CAN	2008 Summer	Beijing	2008	Equestrianism	Equestrianism Mixed Jumping, Individual	Gold
66123	CAN	2008 Summer	Beijing	2008	Equestrianism	Equestrianism Mixed Jumping, Team	Silver
66123	CAN	2016 Summer	Rio de Janeiro	2016	Equestrianism	Equestrianism Mixed Jumping, Individual	Bronze
66136	USA	1928 Summer	Amsterdam	1928	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Gold
66137	USA	1904 Summer	St. Louis	1904	Golf	Golf Men's Team	Silver
66146	USA	1956 Summer	Melbourne	1956	Modern Pentathlon	Modern Pentathlon Men's Team	Silver
66146	USA	1960 Summer	Roma	1960	Modern Pentathlon	Modern Pentathlon Men's Team	Bronze
66147	FRA	1928 Summer	Amsterdam	1928	Art Competitions	Art Competitions Mixed Architecture, Designs For Town Planning	Silver
66147	FRA	1928 Summer	Amsterdam	1928	Art Competitions	Art Competitions Mixed Architecture, Architectural Designs	Bronze
66151	FRA	1900 Summer	Paris	1900	Football	Football Men's Football	Silver
66162	AUS	2008 Summer	Beijing	2008	Hockey	Hockey Men's Hockey	Bronze
66165	GBR	1908 Summer	London	1908	Tennis	Tennis Women's Singles	Gold
66177	USA	2008 Summer	Beijing	2008	Volleyball	Volleyball Men's Volleyball	Gold
66192	ITA	1996 Summer	Atlanta	1996	Athletics	Athletics Men's 3,000 metres Steeplechase	Bronze
66194	SWE	1912 Summer	Stockholm	1912	Sailing	Sailing Mixed 12 metres	Silver
66195	DEN	1920 Summer	Antwerpen	1920	Gymnastics	Gymnastics Men's Team All-Around, Swedish System	Silver
66200	CUB	1992 Summer	Barcelona	1992	Athletics	Athletics Men's 4 x 100 metres Relay	Bronze
66212	GER	1928 Summer	Amsterdam	1928	Athletics	Athletics Men's 100 metres	Bronze
66212	GER	1928 Summer	Amsterdam	1928	Athletics	Athletics Men's 4 x 100 metres Relay	Silver
66214	NED	2012 Summer	London	2012	Hockey	Hockey Women's Hockey	Gold
66219	SUI	2000 Summer	Sydney	2000	Fencing	Fencing Women's epee, Team	Silver
66220	RUS	2008 Summer	Beijing	2008	Fencing	Fencing Women's Foil, Team	Gold
66230	FRA	1984 Summer	Los Angeles	1984	Fencing	Fencing Men's Sabre, Individual	Gold
66230	FRA	1984 Summer	Los Angeles	1984	Fencing	Fencing Men's Sabre, Team	Silver
66230	FRA	1988 Summer	Seoul	1988	Fencing	Fencing Men's Sabre, Individual	Gold
66230	FRA	1992 Summer	Barcelona	1992	Fencing	Fencing Men's Sabre, Individual	Bronze
66230	FRA	1992 Summer	Barcelona	1992	Fencing	Fencing Men's Sabre, Team	Bronze
66241	GER	1996 Summer	Atlanta	1996	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Bronze
66242	FRG	1972 Summer	Munich	1972	Swimming	Swimming Men's 200 metres Freestyle	Bronze
66242	FRG	1972 Summer	Munich	1972	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Silver
66247	URS	1980 Summer	Moskva	1980	Hockey	Hockey Men's Hockey	Bronze
66259	GHA	1992 Summer	Barcelona	1992	Football	Football Men's Football	Bronze
66266	AUS	1968 Summer	Mexico City	1968	Athletics	Athletics Women's 200 metres	Bronze
66277	AUS	2004 Summer	Athina	2004	Cycling	Cycling Men's Team Pursuit, 4,000 metres	Gold
66280	GBR	1920 Summer	Antwerpen	1920	Cycling	Cycling Men's Tandem Sprint, 2,000 metres	Gold
66294	SWE	1908 Summer	London	1908	Gymnastics	Gymnastics Men's Team All-Around	Gold
66294	SWE	1912 Summer	Stockholm	1912	Gymnastics	Gymnastics Men's Team All-Around, Swedish System	Gold
66296	SWE	1920 Summer	Antwerpen	1920	Shooting	Shooting Men's Running Target, Double Shot	Silver
66296	SWE	1920 Summer	Antwerpen	1920	Shooting	Shooting Men's Running Target, Double Shot, Team	Silver
66296	SWE	1920 Summer	Antwerpen	1920	Shooting	Shooting Men's Trap, Team	Bronze
66296	SWE	1924 Summer	Paris	1924	Shooting	Shooting Men's Running Target, Single Shot, Team	Silver
66296	SWE	1924 Summer	Paris	1924	Shooting	Shooting Men's Running Target, Double Shot, Team	Bronze
66298	AUS	1984 Summer	Los Angeles	1984	Swimming	Swimming Women's 400 metres Individual Medley	Silver
66299	GER	1936 Summer	Berlin	1936	Canoeing	Canoeing Men's Kayak Doubles, 10,000 metres	Gold
66300	AUS	1996 Summer	Atlanta	1996	Sailing	Sailing Mixed Multihull	Silver
66301	GBR	1928 Summer	Amsterdam	1928	Rowing	Rowing Men's Coxless Fours	Gold
66306	AUT	1936 Summer	Berlin	1936	Canoeing	Canoeing Men's Kayak Singles, 10,000 metres	Silver
66309	NED	1976 Summer	Montreal	1976	Water Polo	Water Polo Men's Water Polo	Bronze
66310	FRG	1984 Summer	Los Angeles	1984	Hockey	Hockey Women's Hockey	Silver
66315	DEN	2016 Summer	Rio de Janeiro	2016	Handball	Handball Men's Handball	Gold
66317	ARG	1928 Summer	Amsterdam	1928	Boxing	Boxing Men's Welterweight	Silver
66320	USA	1920 Summer	Antwerpen	1920	Athletics	Athletics Men's High Jump	Gold
66323	FRA	1928 Summer	Amsterdam	1928	Art Competitions	Art Competitions Mixed Sculpturing, Statues	Gold
66328	FRA	2016 Summer	Rio de Janeiro	2016	Handball	Handball Women's Handball	Silver
66332	BEL	1920 Summer	Antwerpen	1920	Gymnastics	Gymnastics Men's Team All-Around	Silver
66337	CAN	2016 Summer	Rio de Janeiro	2016	Rugby Sevens	Rugby Sevens Women's Rugby Sevens	Bronze
66344	SWE	1912 Summer	Stockholm	1912	Cycling	Cycling Men's Road Race, Team	Gold
66347	GDR	1988 Summer	Seoul	1988	Cycling	Cycling Men's 100 kilometres Team Time Trial	Gold
66349	FIN	1960 Summer	Roma	1960	Athletics	Athletics Men's Pole Vault	Bronze
66354	GER	1900 Summer	Paris	1900	Rugby	Rugby Men's Rugby	Silver
66355	GDR	1972 Summer	Munich	1972	Rowing	Rowing Men's Coxed Eights	Bronze
66355	GDR	1976 Summer	Montreal	1976	Rowing	Rowing Men's Coxless Pairs	Gold
66355	GDR	1980 Summer	Moskva	1980	Rowing	Rowing Men's Coxless Pairs	Gold
66357	GDR	1972 Summer	Munich	1972	Rowing	Rowing Men's Coxed Eights	Bronze
66357	GDR	1976 Summer	Montreal	1976	Rowing	Rowing Men's Coxless Pairs	Gold
66357	GDR	1980 Summer	Moskva	1980	Rowing	Rowing Men's Coxless Pairs	Gold
66358	AUS	1956 Summer	Melbourne	1956	Athletics	Athletics Men's 1,500 metres	Bronze
66359	USA	1912 Summer	Stockholm	1912	Shooting	Shooting Men's Free Pistol, 50 metres	Gold
66359	USA	1912 Summer	Stockholm	1912	Shooting	Shooting Men's Free Pistol, 50 metres, Team	Gold
66359	USA	1912 Summer	Stockholm	1912	Shooting	Shooting Men's Dueling Pistol, 30 metres	Gold
66359	USA	1920 Summer	Antwerpen	1920	Shooting	Shooting Men's Military Pistol, Team	Gold
66359	USA	1920 Summer	Antwerpen	1920	Shooting	Shooting Men's Free Pistol, 50 metres	Bronze
66359	USA	1920 Summer	Antwerpen	1920	Shooting	Shooting Men's Free Pistol, 50 metres, Team	Gold
66360	CAN	1904 Summer	St. Louis	1904	Football	Football Men's Football	Gold
66362	USA	1896 Summer	Athina	1896	Athletics	Athletics Men's 100 metres	Bronze
66363	AUS	1900 Summer	Paris	1900	Swimming	Swimming Men's 200 metres Freestyle	Gold
66363	AUS	1900 Summer	Paris	1900	Swimming	Swimming Men's 200 metres Obstacle Course	Gold
66364	GBR	1928 Summer	Amsterdam	1928	Rowing	Rowing Men's Coxed Eights	Silver
66365	CAN	1952 Summer	Helsinki	1952	Canoeing	Canoeing Men's Canadian Doubles, 10,000 metres	Silver
66366	USA	1960 Summer	Roma	1960	Basketball	Basketball Men's Basketball	Gold
66369	CAN	1948 Summer	London	1948	Canoeing	Canoeing Men's Canadian Singles, 10,000 metres	Bronze
66371	GBR	1908 Summer	London	1908	Shooting	Shooting Men's Running Target, Single Shot, Team	Silver
66378	ITA	1984 Summer	Los Angeles	1984	Volleyball	Volleyball Men's Volleyball	Bronze
66385	USA	1988 Summer	Seoul	1988	Swimming	Swimming Men's 4 x 100 metres Freestyle Relay	Gold
66387	POL	1980 Summer	Moskva	1980	Cycling	Cycling Men's Road Race, Individual	Silver
66402	FRG	1976 Summer	Montreal	1976	Swimming	Swimming Men's 4 x 100 metres Medley Relay	Bronze
66403	DEN	2012 Summer	London	2012	Sailing	Sailing Men's Skiff	Bronze
66404	CHN	1984 Summer	Los Angeles	1984	Volleyball	Volleyball Women's Volleyball	Gold
66416	KEN	2008 Summer	Beijing	2008	Athletics	Athletics Women's 1,500 metres	Gold
66417	GER	1960 Summer	Roma	1960	Athletics	Athletics Women's 4 x 100 metres Relay	Silver
66428	POL	1924 Summer	Paris	1924	Cycling	Cycling Men's Team Pursuit, 4,000 metres	Silver
66432	GDR	1968 Summer	Mexico City	1968	Athletics	Athletics Women's Shot Put	Silver
66435	GER	1960 Summer	Roma	1960	Canoeing	Canoeing Men's Kayak Relay 4 x 500 metres	Gold
66437	ARG	2004 Summer	Athina	2004	Sailing	Sailing Mixed Multihull	Bronze
66437	ARG	2008 Summer	Beijing	2008	Sailing	Sailing Mixed Multihull	Bronze
66437	ARG	2016 Summer	Rio de Janeiro	2016	Sailing	Sailing Mixed Multihull	Gold
66438	GDR	1988 Summer	Seoul	1988	Rowing	Rowing Men's Single Sculls	Gold
66438	GER	1992 Summer	Barcelona	1992	Rowing	Rowing Men's Single Sculls	Gold
66438	GER	1996 Summer	Atlanta	1996	Rowing	Rowing Men's Single Sculls	Bronze
66439	DEN	1920 Summer	Antwerpen	1920	Gymnastics	Gymnastics Men's Team All-Around, Free System	Gold
66444	GER	2012 Summer	London	2012	Equestrianism	Equestrianism Mixed Dressage, Team	Silver
66456	POL	1980 Summer	Moskva	1980	Athletics	Athletics Women's 100 metres Hurdles	Bronze
66457	USA	1920 Summer	Antwerpen	1920	Swimming	Swimming Men's 400 metres Freestyle	Silver
66477	CAN	1924 Summer	Paris	1924	Rowing	Rowing Men's Coxed Eights	Silver
66483	NED	1948 Summer	London	1948	Hockey	Hockey Men's Hockey	Bronze
66516	GBR	2016 Summer	Rio de Janeiro	2016	Badminton	Badminton Men's Doubles	Bronze
66517	GBR	2008 Summer	Beijing	2008	Rowing	Rowing Men's Coxed Eights	Silver
66517	GBR	2012 Summer	London	2012	Rowing	Rowing Men's Coxed Eights	Bronze
66517	GBR	2016 Summer	Rio de Janeiro	2016	Rowing	Rowing Men's Coxed Eights	Gold
66534	LTU	2016 Summer	Rio de Janeiro	2016	Canoeing	Canoeing Men's Kayak Doubles, 200 metres	Bronze
66536	GBR	1980 Summer	Moskva	1980	Athletics	Athletics Women's 4 x 100 metres Relay	Bronze
66537	USA	2004 Summer	Athina	2004	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Silver
66539	SWE	1908 Summer	London	1908	Gymnastics	Gymnastics Men's Team All-Around	Gold
66543	BEL	1920 Summer	Antwerpen	1920	Gymnastics	Gymnastics Men's Team All-Around	Silver
66554	NED	1992 Summer	Barcelona	1992	Equestrianism	Equestrianism Mixed Jumping, Team	Gold
66563	HUN	1952 Summer	Helsinki	1952	Football	Football Men's Football	Gold
66564	URS	1968 Summer	Mexico City	1968	Volleyball	Volleyball Women's Volleyball	Gold
66575	ITA	2016 Summer	Rio de Janeiro	2016	Volleyball	Volleyball Men's Volleyball	Silver
66582	ITA	1936 Summer	Berlin	1936	Athletics	Athletics Men's 800 metres	Silver
66593	CHN	2004 Summer	Athina	2004	Diving	Diving Women's Platform	Silver
66593	CHN	2004 Summer	Athina	2004	Diving	Diving Women's Synchronized Platform	Gold
66599	GBR	1948 Summer	London	1948	Rowing	Rowing Men's Coxed Eights	Silver
66603	FRA	1936 Summer	Berlin	1936	Cycling	Cycling Men's Road Race, Individual	Silver
66603	FRA	1936 Summer	Berlin	1936	Cycling	Cycling Men's Road Race, Team	Gold
66603	FRA	1936 Summer	Berlin	1936	Cycling	Cycling Men's Team Pursuit, 4,000 metres	Gold
66606	CUB	1976 Summer	Montreal	1976	Volleyball	Volleyball Men's Volleyball	Bronze
66614	RUS	2008 Summer	Beijing	2008	Weightlifting	Weightlifting Men's Heavyweight	Bronze
66619	URS	1988 Summer	Seoul	1988	Handball	Handball Women's Handball	Bronze
66620	URS	1980 Summer	Moskva	1980	Fencing	Fencing Men's Foil, Team	Silver
66622	FRA	1908 Summer	London	1908	Cycling	Cycling Men's 100 kilometres	Bronze
66628	USA	2008 Summer	Beijing	2008	Baseball	Baseball Men's Baseball	Bronze
66632	FRA	1906 Summer	Athina	1906	Rowing	Rowing Men's Coxed Fours	Bronze
66638	USA	1936 Summer	Berlin	1936	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Bronze
66642	FIN	1920 Summer	Antwerpen	1920	Shooting	Shooting Men's Military Rifle, Prone, 300 metres, Team	Bronze
66642	FIN	1920 Summer	Antwerpen	1920	Shooting	Shooting Men's Running Target, Single Shot, Team	Silver
66644	FIN	1952 Summer	Helsinki	1952	Gymnastics	Gymnastics Men's Team All-Around	Bronze
66644	FIN	1956 Summer	Melbourne	1956	Gymnastics	Gymnastics Men's Team All-Around	Bronze
66649	USA	2008 Summer	Beijing	2008	Softball	Softball Women's Softball	Silver
66654	URS	1988 Summer	Seoul	1988	Athletics	Athletics Men's Triple Jump	Silver
66660	URS	1968 Summer	Mexico City	1968	Volleyball	Volleyball Men's Volleyball	Gold
66660	URS	1972 Summer	Munich	1972	Volleyball	Volleyball Men's Volleyball	Bronze
66663	GRE	2004 Summer	Athina	2004	Water Polo	Water Polo Women's Water Polo	Silver
66670	CUB	1992 Summer	Barcelona	1992	Weightlifting	Weightlifting Men's Middleweight	Silver
66670	CUB	1996 Summer	Atlanta	1996	Weightlifting	Weightlifting Men's Middleweight	Gold
66679	SUI	1960 Summer	Roma	1960	Rowing	Rowing Men's Double Sculls	Bronze
66681	USA	1904 Summer	St. Louis	1904	Golf	Golf Men's Team	Bronze
66682	FRA	1900 Summer	Paris	1900	Rugby	Rugby Men's Rugby	Gold
66691	CAN	2000 Summer	Sydney	2000	Tennis	Tennis Men's Doubles	Gold
66698	SWE	2012 Summer	London	2012	Handball	Handball Men's Handball	Silver
66710	RUS	2008 Summer	Beijing	2008	Canoeing	Canoeing Men's Canadian Doubles, Slalom	Bronze
66714	KAZ	2016 Summer	Rio de Janeiro	2016	Wrestling	Wrestling Women's Middleweight, Freestyle	Bronze
66721	BRA	2012 Summer	London	2012	Beach Volleyball	Beach Volleyball Women's Beach Volleyball	Bronze
66726	AUS	2016 Summer	Rio de Janeiro	2016	Swimming	Swimming Men's 200 metres Backstroke	Silver
66726	AUS	2016 Summer	Rio de Janeiro	2016	Swimming	Swimming Men's 4 x 100 metres Medley Relay	Bronze
66731	GBR	1908 Summer	London	1908	Athletics	Athletics Men's 3,500 metres Walk	Gold
66731	GBR	1908 Summer	London	1908	Athletics	Athletics Men's 10 mile Walk	Gold
66734	BEL	1920 Summer	Antwerpen	1920	Football	Football Men's Football	Gold
66745	FRA	1952 Summer	Helsinki	1952	Fencing	Fencing Men's Sabre, Team	Bronze
66747	USA	1964 Summer	Tokyo	1964	Athletics	Athletics Men's 400 metres	Gold
66747	USA	1964 Summer	Tokyo	1964	Athletics	Athletics Men's 4 x 400 metres Relay	Gold
66752	FRA	1906 Summer	Athina	1906	Rowing	Rowing Men's Single Sculls	Silver
66754	ARG	1928 Summer	Amsterdam	1928	Fencing	Fencing Men's Foil, Team	Bronze
66763	USA	1924 Summer	Paris	1924	Athletics	Athletics Men's 3,000 metres, Team	Bronze
66768	DEN	1948 Summer	London	1948	Rowing	Rowing Men's Double Sculls	Silver
66770	NOR	1912 Summer	Stockholm	1912	Sailing	Sailing Mixed 12 metres	Gold
66778	DEN	1912 Summer	Stockholm	1912	Gymnastics	Gymnastics Men's Team All-Around, Swedish System	Silver
66780	CAN	1996 Summer	Atlanta	1996	Synchronized Swimming	Synchronized Swimming Women's Team	Silver
66782	NOR	1908 Summer	London	1908	Athletics	Athletics Men's Triple Jump	Bronze
66784	NOR	2004 Summer	Athina	2004	Canoeing	Canoeing Men's Kayak Singles, 1,000 metres	Gold
66784	NOR	2004 Summer	Athina	2004	Canoeing	Canoeing Men's Kayak Doubles, 1,000 metres	Bronze
66784	NOR	2008 Summer	Beijing	2008	Canoeing	Canoeing Men's Kayak Singles, 1,000 metres	Silver
66784	NOR	2012 Summer	London	2012	Canoeing	Canoeing Men's Kayak Singles, 1,000 metres	Gold
66788	DEN	1948 Summer	London	1948	Rowing	Rowing Men's Coxed Fours	Bronze
66790	NOR	1956 Summer	Melbourne	1956	Athletics	Athletics Men's 3,000 metres Steeplechase	Bronze
66793	DEN	1936 Summer	Berlin	1936	Rowing	Rowing Men's Coxless Pairs	Silver
66798	NOR	1912 Summer	Stockholm	1912	Rowing	Rowing Men's Coxed Fours, Outriggers	Bronze
66798	NOR	1920 Summer	Antwerpen	1920	Rowing	Rowing Men's Coxed Fours	Bronze
66799	DEN	1948 Summer	London	1948	Rowing	Rowing Men's Coxed Fours	Bronze
66802	DEN	1968 Summer	Mexico City	1968	Rowing	Rowing Men's Coxless Pairs	Bronze
66803	DEN	1948 Summer	London	1948	Rowing	Rowing Men's Coxless Fours	Silver
66805	DEN	2016 Summer	Rio de Janeiro	2016	Rowing	Rowing Men's Lightweight Coxless Fours	Silver
66815	DEN	1920 Summer	Antwerpen	1920	Gymnastics	Gymnastics Men's Team All-Around, Swedish System	Silver
66816	DEN	1912 Summer	Stockholm	1912	Shooting	Shooting Men's Free Rifle, Three Positions, 300 metres, Team	Bronze
66818	DEN	1906 Summer	Athina	1906	Gymnastics	Gymnastics Men's Team All-Around	Silver
66820	DEN	2016 Summer	Rio de Janeiro	2016	Handball	Handball Men's Handball	Gold
66826	DEN	1912 Summer	Stockholm	1912	Shooting	Shooting Men's Free Rifle, Three Positions, 300 metres	Bronze
66826	DEN	1912 Summer	Stockholm	1912	Shooting	Shooting Men's Free Rifle, Three Positions, 300 metres, Team	Bronze
66826	DEN	1920 Summer	Antwerpen	1920	Shooting	Shooting Men's Free Rifle, Three Positions, 300 metres	Silver
66826	DEN	1920 Summer	Antwerpen	1920	Shooting	Shooting Men's Military Rifle, Standing, 300 metres, Team	Gold
66826	DEN	1924 Summer	Paris	1924	Shooting	Shooting Men's Free Rifle, Prone, 600 metres	Bronze
66827	DEN	2016 Summer	Rio de Janeiro	2016	Cycling	Cycling Men's Team Pursuit, 4,000 metres	Bronze
66832	NOR	1912 Summer	Stockholm	1912	Sailing	Sailing Mixed 12 metres	Gold
66845	NOR	1908 Summer	London	1908	Gymnastics	Gymnastics Men's Team All-Around	Silver
66847	NOR	2000 Summer	Sydney	2000	Handball	Handball Women's Handball	Bronze
66847	NOR	2008 Summer	Beijing	2008	Handball	Handball Women's Handball	Gold
66850	NOR	1952 Summer	Helsinki	1952	Shooting	Shooting Men's Running Target, Single And Double Shot	Gold
66853	USA	2012 Summer	London	2012	Swimming	Swimming Women's 4 x 100 metres Medley Relay	Gold
66854	USA	1984 Summer	Los Angeles	1984	Swimming	Swimming Men's 4 x 200 metres Freestyle Relay	Gold
66857	USA	1960 Summer	Roma	1960	Swimming	Swimming Men's 100 metres Freestyle	Silver
66857	USA	1960 Summer	Roma	1960	Swimming	Swimming Men's 4 x 100 metres Medley Relay	Gold
66860	USA	1984 Summer	Los Angeles	1984	Hockey	Hockey Women's Hockey	Bronze
66861	USA	2012 Summer	London	2012	Volleyball	Volleyball Women's Volleyball	Silver
66861	USA	2016 Summer	Rio de Janeiro	2016	Volleyball	Volleyball Women's Volleyball	Bronze
